timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1723447174272,4728,HTTP Request,200,OK,Thread Group 1-342,text,true,,309,410,708,708,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4728,0,4041
1723447173875,5249,HTTP Request,200,OK,Thread Group 1-36,text,true,,309,410,718,718,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5249,0,5082
1723447176368,2941,HTTP Request,200,OK,Thread Group 1-482,text,true,,309,410,737,737,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,2941,0,2327
1723447176354,2935,HTTP Request,200,OK,Thread Group 1-481,text,true,,309,410,736,736,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,2934,0,2765
1723447174239,4938,HTTP Request,200,OK,Thread Group 1-327,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4938,0,4402
1723447174816,4361,HTTP Request,200,OK,Thread Group 1-455,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4361,0,4156
1723447178472,706,HTTP Request,200,OK,Thread Group 1-675,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,706,0,529
1723447174155,5231,HTTP Request,200,OK,Thread Group 1-286,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5231,0,5117
1723447173806,5580,HTTP Request,200,OK,Thread Group 1-7,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5580,0,5455
1723447173864,5524,HTTP Request,200,OK,Thread Group 1-17,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5524,0,5391
1723447177786,1344,HTTP Request,200,OK,Thread Group 1-594,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1344,0,1154
1723447174266,4804,HTTP Request,200,OK,Thread Group 1-340,text,true,,309,410,712,712,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4804,0,4149
1723447174245,4826,HTTP Request,200,OK,Thread Group 1-329,text,true,,309,410,713,713,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4826,0,4569
1723447173908,5482,HTTP Request,200,OK,Thread Group 1-118,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5482,0,5350
1723447174219,5174,HTTP Request,200,OK,Thread Group 1-318,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5174,0,5048
1723447178572,552,HTTP Request,200,OK,Thread Group 1-700,text,true,,309,410,718,718,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,552,0,65
1723447174856,4538,HTTP Request,200,OK,Thread Group 1-456,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4538,0,3884
1723447174980,4030,HTTP Request,200,OK,Thread Group 1-459,text,true,,309,410,708,708,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4030,0,3363
1723447178295,1005,HTTP Request,200,OK,Thread Group 1-654,text,true,,309,410,736,736,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1005,0,828
1723447178414,986,HTTP Request,200,OK,Thread Group 1-669,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,986,0,863
1723447178506,669,HTTP Request,200,OK,Thread Group 1-683,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,669,0,488
1723447173859,5518,HTTP Request,200,OK,Thread Group 1-78,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5518,0,4880
1723447174375,4803,HTTP Request,200,OK,Thread Group 1-378,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4803,0,4591
1723447174738,4436,HTTP Request,200,OK,Thread Group 1-450,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4436,0,4276
1723447178329,959,HTTP Request,200,OK,Thread Group 1-663,text,true,,309,410,736,736,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,959,0,789
1723447178526,651,HTTP Request,200,OK,Thread Group 1-688,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,651,0,438
1723447178536,640,HTTP Request,200,OK,Thread Group 1-690,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,640,0,432
1723447173899,5224,HTTP Request,200,OK,Thread Group 1-203,text,true,,309,410,718,718,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5224,0,5060
1723447178525,651,HTTP Request,200,OK,Thread Group 1-687,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,651,0,456
1723447173887,5523,HTTP Request,200,OK,Thread Group 1-16,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5523,0,5393
1723447173750,5274,HTTP Request,200,OK,Thread Group 1-141,text,true,,309,410,708,708,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5274,0,5062
1723447178504,671,HTTP Request,200,OK,Thread Group 1-682,text,true,,309,410,719,719,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,671,0,503
1723447174332,4668,HTTP Request,200,OK,Thread Group 1-368,text,true,,309,410,708,708,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4668,0,4002
1723447173985,5082,HTTP Request,200,OK,Thread Group 1-224,text,true,,309,410,712,712,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5082,0,4870
1723447174244,5069,HTTP Request,200,OK,Thread Group 1-328,text,true,,309,410,738,738,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5069,0,4888
1723447174274,5041,HTTP Request,200,OK,Thread Group 1-344,text,true,,309,410,738,738,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5041,0,4453
1723447174598,4507,HTTP Request,200,OK,Thread Group 1-406,text,true,,309,410,717,717,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4507,0,4312
1723447173786,5718,HTTP Request,200,OK,Thread Group 1-158,text,true,,309,410,745,745,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5718,0,5500
1723447173908,5116,HTTP Request,200,OK,Thread Group 1-89,text,true,,309,410,708,708,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5116,0,4439
1723447174705,4319,HTTP Request,200,OK,Thread Group 1-447,text,true,,309,410,708,708,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4319,0,3645
1723447173948,5163,HTTP Request,200,OK,Thread Group 1-219,text,true,,309,410,718,718,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5163,0,4421
1723447179199,311,HTTP Request,200,OK,Thread Group 1-729,text,true,,309,410,743,743,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,311,0,143
1723447174252,4814,HTTP Request,200,OK,Thread Group 1-333,text,true,,309,410,711,711,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4814,0,4606
1723447174692,4819,HTTP Request,200,OK,Thread Group 1-443,text,true,,309,410,741,741,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4819,0,4556
1723447174375,5141,HTTP Request,200,OK,Thread Group 1-381,text,true,,309,410,740,740,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5141,0,4970
1723447173874,5127,HTTP Request,200,OK,Thread Group 1-58,text,true,,309,410,708,708,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5127,0,4458
1723447174690,4603,HTTP Request,200,OK,Thread Group 1-442,text,true,,309,410,736,736,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4603,0,4406
1723447177383,1610,HTTP Request,200,OK,Thread Group 1-566,text,true,,309,410,736,736,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1609,0,1364
1723447178468,849,HTTP Request,200,OK,Thread Group 1-672,text,true,,309,410,738,738,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,849,0,541
1723447173762,5758,HTTP Request,200,OK,Thread Group 1-147,text,true,,309,410,733,733,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5758,0,5567
1723447174118,4875,HTTP Request,200,OK,Thread Group 1-280,text,true,,309,410,732,732,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4873,0,4627
1723447174360,5162,HTTP Request,200,OK,Thread Group 1-375,text,true,,309,410,731,731,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5162,0,4987
1723447177144,1849,HTTP Request,200,OK,Thread Group 1-554,text,true,,309,410,730,730,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1847,0,1236
1723447174276,4717,HTTP Request,200,OK,Thread Group 1-345,text,true,,309,410,729,729,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4710,0,4194
1723447177191,1802,HTTP Request,200,OK,Thread Group 1-559,text,true,,309,410,727,727,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,1796,0,1210
1723447174158,4835,HTTP Request,200,OK,Thread Group 1-288,text,true,,309,410,726,726,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4831,0,4151
1723447173871,5122,HTTP Request,200,OK,Thread Group 1-72,text,true,,309,410,725,725,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5118,0,4871
1723447174624,4905,HTTP Request,200,OK,Thread Group 1-416,text,true,,309,410,725,725,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4905,0,4128
1723447174347,5188,HTTP Request,200,OK,Thread Group 1-373,text,true,,309,410,723,723,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,5188,0,5010
1723447174310,5225,HTTP Request,200,OK,Thread Group 1-360,text,true,,309,410,723,723,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,4672,0,3995
1723447179111,390,HTTP Request,200,OK,Thread Group 1-717,text,true,,309,410,747,747,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,390,0,226
1723447177132,2404,HTTP Request,200,OK,Thread Group 1-550,text,true,,309,410,722,722,https://npdlqpxkb7.execute-api.ap-south-1.amazonaws.com/switch2/pnotif,2404,0,1336
